CryptoPunkId,ETH,Price
5285,2.1,2940.000057
6671,2.19,3059.999943
8931,3.49,4880.000114
5536,1.98,2769.999981
5126,2.29,3200.000048
5179,2.49,3480.000019
8945,2.5,3500
8101,2.5,3500
6901,2.5,3500
1704,2.5,3500
1642,1.97,2759.99999
8339,2.5,3500
9860,2.2,3079.999924
2309,1.95,2730.000019
8730,1.94,2710.000038
8739,1.2,1679.999948
8059,2.49,3480.000019
9886,5.5,7690.000057
9929,4,5599.999905
9859,6,8390.000343
8991,1.65,2309.999943
4201,2.1,2940.000057
4920,5.5,7690.000057
7619,1.85,2589.999914
6868,3.49,4880.000114
4340,3.05,4269.999981
7299,3.05,4269.999981
2593,3.1,4340.000153
7305,2.45,3430.000067
2303,2.45,3430.000067
7347,2.25,3150.000095
7608,2.2,3079.999924
1963,23,32180.00031
3399,3,4199.999809
5275,3.8,5320.000172
5720,5,7000
5213,8,11189.99958
5066,50,69949.99695
9580,6,8390.000343
3823,3,4199.999809
9441,2.5,3500
2289,5,7000
2469,2.5,3500
561,22,30780.00069
3857,1.92,2690.000057
7542,10.9,15250
2877,3,4199.999809
4541,1.99,2779.999971
6557,4.99,6980.000019
960,4,5599.999905
2672,2.9,4059.999943
3964,2.89,4039.999962
7290,2.1,2940.000057
6809,6.5,9090.000153
3588,3,4199.999809
7257,9,12590.00015
1605,6.49,9079.999924
2259,1.99,2779.999971
7502,2.1,2940.000057
5542,1.9,2660.000086
1440,2,2799.999952
2057,1.99,2779.999971
5849,1.99,2779.999971
6026,1.99,2779.999971
2424,40,55959.99908
9420,1.9,2660.000086
4146,2.4,3359.999895
2292,1.49,2079.999924
8984,1.38,1929.999948
8238,2.9,4059.999943
3361,3.95,5530.00021
4594,3.5,4900.000095
2598,1.7,2380.000114
5153,1.88,2630.000114
9630,3,4199.999809
7938,3.5,4900.000095
7630,9.99,13979.99954
6904,3,4199.999809
9912,4.99,6980.000019
3615,1.95,2730.000019
6940,5,7000
9318,4,5599.999905
544,5.5,7690.000057
7012,6,8390.000343
1351,3.63,5079.999924
7827,1.47,2059.999943
5431,5,7000
8981,4,5599.999905
9874,10,13989.99977
6091,12.39,17329.99992
6453,2,2799.999952
8246,1.99,2779.999971
6892,1.62,2269.999981
6886,1.75,2450.000048
5682,1.89,2640.000105
7979,2,2799.999952
3446,1.4,1960.000038
9713,1.2,1679.999948
3492,1.2,1679.999948
2579,4,5599.999905
3684,49,68550.00305
3705,8,11189.99958
3563,1.95,2730.000019
6254,1.99,2779.999971
8752,18.99,26569.99969
2669,1.4,1960.000038
273,3,4199.999809
4805,6.5,9090.000153
4688,1.4,1960.000038
9910,2,2799.999952
2054,5.95,8319.999695
8036,2.5,3500
861,3,4199.999809
861,3,4199.999809
8528,2.25,3150.000095
3023,1.4,1960.000038
6922,2.1,2940.000057
3260,1.38,1929.999948
9855,1.45,2029.999971
5163,1.45,2029.999971
1590,2,2799.999952
2538,1.5,2099.999905
7695,7.99,11180.00031
5590,1.25,1750
8942,1.65,2309.999943
4873,0.99,1389.999986
8189,0.98,1370.000005
8004,0.95,1330.000043
3665,0.99,1389.999986
2280,0.99,1389.999986
8157,0.99,1389.999986
9833,2,2799.999952
7102,2.25,3150.000095
8718,1.4,1960.000038
5195,1.2,1679.999948
3543,2.99,4179.999828
4554,1.2,1679.999948
7766,1.05,1470.000029
5022,0.9,1259.99999
5944,35,48970.00122
1000,9.99,13979.99954
9355,1.4,1960.000038
6807,8.39,11739.99977
1232,11.11,15539.99996
8697,5.5,7690.000057
1111,1.11,1549.999952
8455,1.9,2660.000086
1841,1.2,1679.999948
6848,1.07,1500
3352,0.9,1259.99999
7440,0.95,1330.000043
3453,1.2,1679.999948
5620,1.1,1539.999962
2782,0.99,1389.999986
6608,1.5,2099.999905
4989,2.55,3569.999933
2351,1.2,1679.999948
8309,1.2,1679.999948
3207,1.2,1679.999948
155,7,9789.999962
3852,0.95,1330.000043
4963,1,1399.999976
5398,1.61,2250
5769,1.4,1960.000038
8308,1.1,1539.999962
9182,1.1,1539.999962
6259,1.1,1539.999962
3704,9.99,13979.99954
3015,7,9789.999962
5522,2.8,3920.000076
4155,0.85,1190.000057
2868,0.85,1190.000057
4172,0.85,1190.000057
3552,0.85,1190.000057
4602,1,1399.999976
4423,1,1399.999976
2503,1,1399.999976
7416,0.91,1269.999981
4477,0.85,1190.000057
4622,1,1399.999976
3595,1.25,1750
2582,1,1399.999976
3779,1.05,1470.000029
3448,0.89,1250
3295,1.29,1799.999952
5969,1,1399.999976
9361,1.49,2079.999924
9343,1,1399.999976
8543,1,1399.999976
8327,1,1399.999976
6169,1,1399.999976
4166,1,1399.999976
5272,4,5599.999905
7968,1.3,1820.000052
4540,1.15,1610.000014
7049,1.1,1539.999962
9465,1.1,1539.999962
3013,0.99,1389.999986
3905,0.94,1320.000052
1617,0.95,1330.000043
7598,0.94,1320.000052
4416,1.1,1539.999962
8903,1.1,1539.999962
3259,2.99,4179.999828
3677,2.75,3849.999905
9931,2.25,3150.000095
7954,2,2799.999952
7516,2,2799.999952
5557,0.99,1389.999986
4240,5,7000
4238,1,1399.999976
4238,1,1399.999976
4999,1.5,2099.999905
8831,1.5,2099.999905
5561,1,1399.999976
8716,6,8390.000343
9791,1.99,2779.999971
2154,1,1399.999976
8326,0.95,1330.000043
7930,1.29,1799.999952
7631,1.24,1730.000019
5555,1.5,2099.999905
875,2.6,3640.000105
3449,0.99,1389.999986
3242,0.99,1389.999986
6185,1.1,1539.999962
7249,2.2,3079.999924
8494,0.79,1110.000014
4395,2.3,3220.000029
5589,1.49,2079.999924
9625,10,13989.99977
3159,1.43,2000
8938,1.1,1539.999962
2301,5,7000
8542,0.79,1110.000014
8442,0.79,1110.000014
7116,1.2,1679.999948
6295,2.95,4130.000114
6831,1.42,1990.00001
8075,1.11,1549.999952
2406,2.5,3500
8889,3.5,4900.000095
3246,7,9789.999962
3668,1,1399.999976
2113,1.2,1679.999948
4611,7,9789.999962
3562,1.3,1820.000052
6047,3,4199.999809
7716,1,1399.999976
5846,1.21,1690.000057
8681,1,1399.999976
8681,1,1399.999976
8820,1.18,1649.999976
2777,1.24,1730.000019
5535,1.49,2079.999924
8922,1.79,2500
7473,5,7000
8990,2.5,3500
5238,1.39,1940.000057
3445,1.5,2099.999905
5002,49,68550.00305
4490,1.45,2029.999971
2919,1.75,2450.000048
7869,3.99,5579.999924
4052,1.5,2099.999905
2845,3.1,4340.000153
7458,56,78339.99634
3178,8,11189.99958
169,6.99,9779.999733
89,20,27979.99954
1244,1.95,2730.000019
2429,3.5,4900.000095
665,6,8390.000343
4144,7.5,10489.99977
5810,2,2799.999952
9125,6,8390.000343
4924,8,11189.99958
8395,3.3,4619.999886
7903,2.99,4179.999828
5583,8,11189.99958
3938,1.8,2519.999981
3440,1.4,1960.000038
9810,1.38,1929.999948
1324,1.38,1940.000057
6122,1.39,1940.000057
9966,2.77,3869.999886
8503,1.39,1940.000057
2310,4.95,6929.999828
240,7,9789.999962
3104,1.3,1820.000052
6462,1.85,2589.999914
6392,3.4,4760.000229
3754,1.5,2099.999905
4470,1.5,2099.999905
5485,1.99,2779.999971
5717,1.9,2660.000086
5938,1.49,2079.999924
7455,2.1,2940.000057
6007,1.35,1889.999986
9658,2.56,3579.999924
5917,1.62,2269.999981
6618,2.75,3849.999905
7181,1.23,1720.000029
5634,1.23,1720.000029
7953,3,4199.999809
8098,1.5,2099.999905
7309,1.2,1679.999948
8915,1.29,1799.999952
3592,5,7000
6140,1.9,2660.000086
7096,2,2799.999952
2373,2.49,3480.000019
5730,2.5,3500
4537,1.75,2450.000048
4882,1.69,2359.999895
8135,1.25,1750
7924,1.45,2029.999971
4871,1.13,1580.000043
9205,1.95,2730.000019
4976,1.2,1679.999948
6419,4,5599.999905
2444,1.5,2099.999905
7967,1.5,2099.999905
6543,4.7,6579.999924
1479,2,2799.999952
6024,2,2799.999952
2589,3,4199.999809
2568,1.1,1539.999962
2230,1.1,1539.999962
9114,1.1,1539.999962
9040,1.09,1519.999981
2389,1.49,2079.999924
2607,1.49,2079.999924
9626,1.23,1730.000019
1760,1.49,2079.999924
9086,4.5,6300.000191
3126,1.74,2430.000067
5276,2,2799.999952
6594,1.82,2549.999952
4847,1.44,2009.99999
4549,4,5599.999905
3608,1.34,1870.000005
7711,1,1399.999976
6480,1,1399.999976
8843,1,1399.999976
5159,3.14,4400.000095
4125,1.75,2450.000048
1802,5,7000
6638,4,5599.999905
5983,1.31,1830.000043
2753,4.5,6300.000191
1710,10,13989.99977
5117,1.25,1750
2876,1.2,1679.999948
5324,1.15,1610.000014
3706,5,7000
9510,2.53,3539.999962
3394,1.3,1820.000052
7706,1,1399.999976
5974,2.4,3359.999895
3317,3.5,4900.000095
7118,1,1399.999976
7801,1.15,1610.000014
2943,1.19,1659.999967
8609,1,1399.999976
4628,1.49,2079.999924
4244,1,1399.999976
6068,1,1399.999976
2202,15,20989.99977
5308,2.5,3500
6969,1,1399.999976
1036,1,1399.999976
2972,1.2,1679.999948
9606,1.7,2380.000114
7165,1.1,1539.999962
2772,1.1,1539.999962
6206,1.1,1539.999962
8715,0.99,1389.999986
1403,0.9,1259.99999
7313,0.9,1259.99999
7931,0.9,1259.99999
7254,0.9,1259.99999
4405,4,5599.999905
7070,1.7,2380.000114
5713,1.99,2779.999971
5191,5,7000
2386,77,107720.0012
5820,0.99,1389.999986
5592,2,2799.999952
5144,0.8,1120.000005
2110,7.4,10350.00038
5306,2,2799.999952
4985,2.55,3569.999933
2461,1.3,1820.000052
9434,1,1399.999976
6292,1.15,1610.000014
8348,85,118919.9982
4113,2,2799.999952
7569,2.25,3150.000095
3854,1.25,1750
2075,0.82,1149.999976
2981,5,7000
5760,0.82,1149.999976
9812,1,1399.999976
9107,1,1399.999976
4310,1.1,1539.999962
2760,6.5,9090.000153
9895,1.45,2029.999971
5225,1.22,1710.000038
4695,0.9,1259.99999
7384,1.22,1710.000038
4467,1.45,2029.999971
9183,1.8,2519.999981
7208,1.6,2240.00001
2729,2,2799.999952
998,3.5,4900.000095
9219,1.7,2380.000114
3510,1,1399.999976
4910,0.76,1059.999943
4329,0.74,1039.999962
8332,0.74,1039.999962
2063,0.75,1049.999952
2470,0.75,1049.999952
3926,0.75,1049.999952
7647,0.75,1049.999952
4038,0.75,1049.999952
1581,0.76,1059.999943
6220,0.75,1049.999952
2535,0.72,1009.99999
8536,0.73,1019.999981
1565,0.73,1019.999981
1456,0.73,1019.999981
9765,0.72,1009.99999
5186,8,11189.99958
8576,7,9789.999962
5727,6.1,8529.999733
9644,3.49,4880.000114
1447,2.49,3480.000019
2995,2,2799.999952
4066,0.84,1179.999948
4513,60,83940.00244
2671,0.73,1019.999981
2603,0.74,1039.999962
6920,0.72,1009.99999
3342,1.2,1679.999948
7641,1.65,2309.999943
9843,1,1399.999976
9828,1.5,2099.999905
3718,0.79,1110.000014
2477,1,1399.999976
9193,2.5,3500
2452,2,2799.999952
6233,0.85,1190.000057
6664,0.99,1389.999986
8009,3.17,4429.999828
2964,15.5,21680.00031
344,15,20989.99977
2420,1,1399.999976
1330,3,4199.999809
9149,2.5,3500
8770,2,2799.999952
6615,1.3,1820.000052
9878,10,13989.99977
4122,1.3,1820.000052
2540,6.5,9090.000153
5406,1.25,1750
7110,1,1399.999976
7645,2,2799.999952
2795,2.95,4130.000114
6665,1.49,2079.999924
6665,1.49,2079.999924
4015,4,5599.999905
5295,1.99,2779.999971
3096,3.59,5019.999981
3321,1.5,2099.999905
7999,1.75,2450.000048
5375,1.5,2099.999905
9513,1.24,1730.000019
2624,1.56,2180.000067
6571,1.29,1799.999952
985,3,4199.999809
7111,5,7000
8886,6,8390.000343
6631,1.33,1860.000014
3631,1,1399.999976
8134,3.99,5579.999924
8313,1.99,2779.999971
9253,1.5,2099.999905
3416,1,1399.999976
7439,2,2799.999952
9203,9.99,13979.99954
7235,1.5,2099.999905
8414,1.5,2099.999905
4243,1,1399.999976
6934,0.99,1389.999986
5291,0.95,1330.000043
2069,0.95,1330.000043
8810,0.9,1259.99999
2080,1,1399.999976
8403,2,2799.999952
7124,2,2799.999952
6081,3.25,4550.000191
385,5,7000
627,2.5,3500
1433,5,7000
2249,9.5,13289.99996
9515,2.25,3150.000095
4812,2.5,3500
5898,4.5,6300.000191
9715,1.5,2099.999905
7898,4,5599.999905
6629,3.25,4550.000191
1225,2,2799.999952
7795,0.75,1049.999952
3201,2.1,2940.000057
2365,0.77,1080.000043
8819,3.99,5579.999924
3247,1.8,2519.999981
3185,1.5,2099.999905
5698,0.95,1330.000043
8130,0.95,1330.000043
4020,0.85,1190.000057
2670,0.74,1039.999962
5916,1.1,1539.999962
7503,1.25,1750
3149,1.05,1470.000029
3663,0.9,1259.99999
7158,0.8,1120.000005
4306,0.9,1259.99999
5782,0.85,1190.000057
4225,1.9,2660.000086
3799,1.5,2099.999905
6494,0.99,1389.999986
3545,0.95,1330.000043
8509,0.85,1190.000057
7142,3,4199.999809
8918,0.75,1049.999952
5149,1,1399.999976
5149,1,1399.999976
7035,1.05,1470.000029
6900,1.45,2029.999971
1338,1.5,2099.999905
4445,1.2,1679.999948
4478,0.88,1230.000019
6786,1.86,2599.999905
143,6.5,9090.000153
1650,0.89,1250
6528,2.5,3500
4494,0.95,1330.000043
5421,0.8,1120.000005
6451,2.25,3150.000095
4021,5,7000
5314,37,51759.99832
5320,1.11,1549.999952
3832,0.88,1230.000019
8061,0.78,1090.000033
8584,1,1399.999976
9678,5.55,7760.000229
9461,5.55,7760.000229
6993,0.78,1090.000033
4977,1,1399.999976
8835,1,1399.999976
9228,0.75,1049.999952
6676,0.84,1179.999948
3384,1,1399.999976
9229,1.5,2099.999905
5471,2,2799.999952
5613,0.8,1120.000005
7868,2,2799.999952
7338,4.99,6980.000019
3841,4,5599.999905
5332,0.98,1370.000005
2863,0.89,1250
1537,2,2799.999952
3664,1,1399.999976
9976,1.5,2099.999905
7534,0.89,1250
5949,5.25,7340.000153
5120,1.5,2099.999905
510,21.55,30149.99962
7802,1.6,2240.00001
241,5,7000
3471,1.5,2099.999905
2044,0.95,1330.000043
6678,1,1399.999976
3075,0.79,1110.000014
9523,1,1399.999976
6225,2.5,3500
1875,1.25,1750
5684,7.5,10489.99977
1092,2.06,2880.000114
8407,1.5,2099.999905
706,5,7000
9955,10,13989.99977
6498,1,1399.999976
2269,0.79,1110.000014
3256,1.75,2450.000048
6577,0.8,1110.000014
1094,1.5,2099.999905
9530,1.65,2309.999943
3307,20,27979.99954
7760,5,7000
6420,1.5,2099.999905
7654,1.45,2029.999971
5728,0.83,1159.999967
4904,0.89,1250
4401,0.75,1049.999952
3750,0.75,1049.999952
8713,1.15,1610.000014
9385,1,1399.999976
6227,1,1399.999976
8693,0.99,1389.999986
9285,1,1399.999976
6974,1,1399.999976
2097,0.75,1049.999952
9358,2,2799.999952
3373,0.75,1049.999952
3623,1,1399.999976
2441,1.18,1649.999976
1390,0.75,1049.999952
2445,0.75,1049.999952
8934,1.26,1759.99999
7234,0.9,1259.99999
4639,2,2799.999952
3812,1,1399.999976
7580,1.5,2099.999905
2590,0.9,1259.99999
9751,0.98,1370.000005
3397,0.99,1379.999995
2768,0.75,1049.999952
6921,0.95,1330.000043
8267,0.85,1190.000057
6581,3,4199.999809
9514,0.79,1110.000014
7423,0.79,1110.000014
2260,0.8,1120.000005
8254,1.3,1820.000052
3803,1,1399.999976
5777,1,1399.999976
1062,0.75,1049.999952
5958,1.5,2099.999905
4806,0.75,1049.999952
7465,0.77,1080.000043
8910,1,1399.999976
8387,1,1399.999976
2935,1,1399.999976
9861,0.99,1389.999986
8750,3.5,4900.000095
719,2.25,3150.000095
3165,1,1399.999976
460,2.5,3500
6216,0.75,1049.999952
8851,2.5,3500
949,2,2799.999952
8994,2.5,3500
6575,2,2799.999952
2478,2.5,3500
9921,1,1399.999976
1060,0.99,1389.999986
5719,0.99,1389.999986
5833,1.1,1539.999962
8556,0.72,1009.99999
5950,0.75,1049.999952
3741,0.85,1190.000057
3923,1,1399.999976
3490,0.75,1049.999952
9011,0.76,1059.999943
2740,1.5,2099.999905
7756,3.59,5019.999981
7875,1.75,2450.000048
6592,0.75,1049.999952
3756,1,1399.999976
1093,1,1399.999976
4553,0.8,1120.000005
14,2.5,3500
6711,0.75,1049.999952
0,25,34979.99954
355,0.75,1049.999952
9235,0.79,1110.000014
2338,3.5,4900.000095
4612,1,1399.999976
5230,0.8,1120.000005
6704,5,7000
6027,0.9,1259.99999
8857,2.5,3500
2560,1.6,2240.00001
4417,13.5,18889.99939
3328,1.48,2069.999933
6145,1.7,2380.000114
7191,1.6,2240.00001
7804,12,16790.00092
6740,1.15,1610.000014
2621,0.79,1110.000014
5217,2.5,3500
9479,0.75,1049.999952
2967,2.25,3150.000095
6915,3.5,4900.000095
992,0.8,1120.000005
2708,1.5,2099.999905
8780,1.51,2109.999895
755,1.4,1960.000038
8402,0.79,1110.000014
931,3,4199.999809
838,3,4199.999809
6486,4.5,6300.000191
6486,4.5,6300.000191
4143,2.2,3079.999924
8064,0.8,1120.000005
5787,2.1,2940.000057
5001,1.2,1679.999948
280,1.2,1679.999948
9703,2.5,3500
2698,2,2799.999952
9907,1.75,2450.000048
6532,1.5,2099.999905
5692,3.98,5570.000172
843,1.6,2240.00001
116,2.4,3359.999895
4211,1.3,1820.000052
1519,0.89,1250
2997,0.9,1259.99999
8785,1.3,1820.000052
8738,1.2,1679.999948
2132,1,1399.999976
2924,7,9789.999962
8498,5,7000
2368,2.29,3200.000048
7523,8,11189.99958
5822,8,11189.99958
3712,0.99,1389.999986
549,0.75,1049.999952
2857,1.49,2079.999924
249,0.95,1330.000043
404,0.95,1330.000043
4129,1.6,2240.00001
3795,0.9,1259.99999
4178,8,11189.99958
2938,1.58,2210.000038
2890,8,11189.99958
3100,8,11189.99958
1935,1.18,1639.999986
741,1.5,2099.999905
8840,0.75,1049.999952
5905,10,13989.99977
9280,6.75,9439.99958
281,1.1,1539.999962
5795,8,11189.99958
2711,1,1399.999976
2766,1,1399.999976
2329,2.5,3500
9265,2.25,3150.000095
6089,10,13989.99977
1886,2.29,3200.000048
1374,1.89,2640.000105
4747,1,1399.999976
5742,1,1399.999976
